(2.0,[-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0])
(2.0,[-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.387165069580078,29.623355865478516,29.183055877685547,29.17503547668457,29.190006256103516])
(2.0,[-1.0,-1.0,-1.0,-1.0,-1.0,29.387165069580078,29.623355865478516,29.183055877685547,29.17503547668457,29.190006256103516,29.161075592041016,29.50335121154785,29.107677459716797,29.14314842224121,29.573122024536133])
(2.0,[29.387165069580078,29.623355865478516,29.183055877685547,29.17503547668457,29.190006256103516,29.161075592041016,29.50335121154785,29.107677459716797,29.14314842224121,29.573122024536133,29.417192459106445,29.424869537353516,29.517499923706055,29.22211456298828,29.492643356323242])
(2.0,[29.161075592041016,29.50335121154785,29.107677459716797,29.14314842224121,29.573122024536133,29.417192459106445,29.424869537353516,29.517499923706055,29.22211456298828,29.492643356323242,29.302278518676758,29.2746639251709,29.512237548828125,29.298763275146484,29.28084945678711])
(2.0,[29.417192459106445,29.424869537353516,29.517499923706055,29.22211456298828,29.492643356323242,29.302278518676758,29.2746639251709,29.512237548828125,29.298763275146484,29.28084945678711,29.197298049926758,29.13958168029785,29.22590446472168,29.234657287597656,29.28697395324707])
(2.0,[29.302278518676758,29.2746639251709,29.512237548828125,29.298763275146484,29.28084945678711,29.197298049926758,29.13958168029785,29.22590446472168,29.234657287597656,29.28697395324707,29.272140502929688,29.387615203857422,29.235008239746094,29.027568817138672,29.465566635131836])
(2.0,[29.197298049926758,29.13958168029785,29.22590446472168,29.234657287597656,29.28697395324707,29.272140502929688,29.387615203857422,29.235008239746094,29.027568817138672,29.465566635131836,29.4945068359375,29.387475967407227,29.482833862304688,29.21879005432129,29.59610366821289])
(2.0,[29.272140502929688,29.387615203857422,29.235008239746094,29.027568817138672,29.465566635131836,29.4945068359375,29.387475967407227,29.482833862304688,29.21879005432129,29.59610366821289,29.585023880004883,29.579927444458008,29.717815399169922,29.5623779296875,29.199134826660156])
(2.0,[29.4945068359375,29.387475967407227,29.482833862304688,29.21879005432129,29.59610366821289,29.585023880004883,29.579927444458008,29.717815399169922,29.5623779296875,29.199134826660156,29.128952026367188,29.4553165435791,29.717065811157227,29.434532165527344,29.860427856445312])
(2.0,[29.585023880004883,29.579927444458008,29.717815399169922,29.5623779296875,29.199134826660156,29.128952026367188,29.4553165435791,29.717065811157227,29.434532165527344,29.860427856445312,29.6125545501709,29.198532104492188,29.1392879486084,29.994144439697266,28.695627212524414])
(2.0,[29.128952026367188,29.4553165435791,29.717065811157227,29.434532165527344,29.860427856445312,29.6125545501709,29.198532104492188,29.1392879486084,29.994144439697266,28.695627212524414,29.605470657348633,29.34869384765625,29.10647201538086,29.612457275390625,29.371599197387695])
0.25
(2.0,[-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0])
